"","term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value","p_BH","significant"
"23","X11850_195.087_3.211_NA","Mission_Bay-La_Jolla Reefs",0,1.46240643688161,0.893493846226469,2.03131902753676,2.5273338977172e-11,4.13713570648055e-09,"Significant"
"24","X79486_440.313_10.258_NA.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.5223914246931,0.928970220352333,2.11581262903387,2.75978129238297e-11,4.32940690242578e-09,"Significant"
"25","X18494_250.18_3.634_NA","Mission_Bay-La_Jolla Reefs",0,1.44880921388499,0.868651207107734,2.02896722066224,8.92216300840687e-11,1.34367774906607e-08,"Significant"
"26","X78052_547.325_10.093_NA","Mission_Bay-La_Jolla Reefs",0,1.46314367357336,0.876705222461874,2.04958212468484,9.28036536507193e-11,1.3438682922883e-08,"Significant"
"27","X22727_416.248_4.011_NA","Mission_Bay-La_Jolla Reefs",0,1.44426453323534,0.859199880593054,2.02932918587763,1.45616740887533e-10,1.98005365080269e-08,"Significant"
"28","X29883_235.126_4.674_NA","Mission_Bay-La_Jolla Reefs",0,1.44036620635293,0.856725269102047,2.0240071436038,1.4725498598267e-10,1.98005365080269e-08,"Significant"
"29","X82135_435.252_10.621_NA","Mission_Bay-La_Jolla Reefs",0,1.44802428914857,0.859232661872049,2.0368159164251,1.70378045005748e-10,2.21197703257462e-08,"Significant"
"30","X79805_445.313_10.276_NA","Mission_Bay-La_Jolla Reefs",0,1.43651140621843,0.851896085200892,2.02112672723598,1.7663637219556e-10,2.21678647105428e-08,"Significant"
"31","X91357_980.277_12.674_NA..2S.3R.4S.5S.6R..2...2R.3R.4S.5S.6R..2....3S.6S.8R.10R.12R.13R.14R.17S..3.12.dihydroxy.4.4.8.10.14.pentamethyl.17...2S..6.methyl.2...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyhept.5.en.2.yl..2.3.5.6.7.9.11.12.13.15.16.17.dodecahydro.1H.cyclopenta.a.phenanthren.6.yl.oxy..4.5.dihydroxy.6..hydroxymethyl.oxan.3.yl.oxy.6..hydroxymethyl.oxane.3.4.5.triol","Mission_Bay-La_Jolla Reefs",0,1.4227002401376,0.839564264493122,2.00583621578208,2.37418418258528e-10,2.88348498304309e-08,"Significant"
"32","X18057_372.223_3.718_NA","Mission_Bay-La_Jolla Reefs",0,1.43128069578887,0.841683074366139,2.02087831721161,2.91692336951144e-10,3.4319426519408e-08,"Significant"
"33","X49733_442.191_6.505_NA","Mission_Bay-La_Jolla Reefs",0,1.44723823397541,0.850271889584625,2.04420457836619,3.08046144148477e-10,3.5145264627849e-08,"Significant"
"34","X14283_328.196_3.299_NA","Mission_Bay-La_Jolla Reefs",0,1.42044488503663,0.830943882054745,2.00994588801852,3.94883681309466e-10,4.37275605920629e-08,"Significant"
"35","X48007_382.222_6.341_NA","Mission_Bay-La_Jolla Reefs",0,1.44301711030133,0.842414512460743,2.04361970814192,4.43834191621306e-10,4.77438780415491e-08,"Significant"
"36","X3205_164.107_1.538_NA","Mission_Bay-La_Jolla Reefs",0,1.41967643988291,0.826252330745606,2.01310054902022,5.27231702740494e-10,5.513964891161e-08,"Significant"
"37","X14317_311.168_3.297_NA","Mission_Bay-La_Jolla Reefs",0,1.41533525842936,0.822693564573567,2.00797695228515,5.65327007429062e-10,5.75258427829843e-08,"Significant"
"38","X38202_394.258_5.378_NA","Mission_Bay-La_Jolla Reefs",0,1.41781731377696,0.823045479416174,2.01258914813774,6.0830185333316e-10,6.02699073105091e-08,"Significant"
"39","X78605_311.257_10.134_NA","Mission_Bay-La_Jolla Reefs",0,1.41122484011828,0.816412839942621,2.00603684029393,7.33952454368136e-10,7.08546407870778e-08,"Significant"
"40","X90351_579.296_12.317_NA","Mission_Bay-La_Jolla Reefs",0,1.36978193977975,0.791396293909993,1.94816758564951,7.88120124717295e-10,7.41818067390154e-08,"Significant"
"41","X38623_287.232_5.423_NA","Mission_Bay-La_Jolla Reefs",0,1.34297432235103,0.773579323239735,1.91236932146232,9.26008714152715e-10,8.5034702653292e-08,"Significant"
"42","X74302_420.331_9.692_NA","Mission_Bay-La_Jolla Reefs",0,1.40329406798203,0.807685082365187,1.99890305359888,9.65828639287736e-10,8.65796387361506e-08,"Significant"
"43","X17789_377.18_3.628_NA","Mission_Bay-La_Jolla Reefs",0,1.39542095322676,0.802327986044158,1.98851392040937,1.01991248779854e-09,8.8784225463969e-08,"Significant"
"44","X92113_980.277_12.951_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","Mission_Bay-La_Jolla Reefs",0,1.40354612588762,0.806737308523274,2.00035494325196,1.03758457381531e-09,8.8784225463969e-08,"Significant"
"45","X5963_245.1_2.315_NA","Mission_Bay-La_Jolla Reefs",0,1.40475959441257,0.806815145117819,2.00270404370731,1.08041697810535e-09,9.03948871681474e-08,"Significant"
"46","X65538_577.355_8.494_NA","Mission_Bay-La_Jolla Reefs",0,1.40020295067951,0.800251729561585,2.00015417179744,1.39560885070722e-09,1.14227550498102e-07,"Significant"
"47","X14301_333.153_3.253_NA","Mission_Bay-La_Jolla Reefs",0,1.38377968391193,0.787565371614118,1.97999399620974,1.72742076198773e-09,1.38377429125187e-07,"Significant"
"48","X77948_528.41_10.182_NA.Spectral.Match.to.Decaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.3700187288673,0.778314732563593,1.96172272517101,1.89330140454302e-09,1.44036769498769e-07,"Significant"
"49","X77952_484.384_10.216_NA.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.37745036766148,0.782489864091396,1.97241087123157,1.89899040936581e-09,1.44036769498769e-07,"Significant"
"50","X32620_410.265_4.901_NA","Mission_Bay-La_Jolla Reefs",0,1.38325494758369,0.785392691160806,1.98111720400658,1.9473661572178e-09,1.44036769498769e-07,"Significant"
"51","X31188_226.216_4.823_NA.Gly.C14.1","Mission_Bay-La_Jolla Reefs",0,1.38764172383398,0.787728392690002,1.98755505497795,1.96662697238281e-09,1.44036769498769e-07,"Significant"
"52","X79772_401.287_10.28_NA","Mission_Bay-La_Jolla Reefs",0,1.37684968576856,0.781422304988272,1.97227706654884,1.98935246054077e-09,1.44036769498769e-07,"Significant"
"53","X65395_520.343_8.472_NA","Mission_Bay-La_Jolla Reefs",0,1.38859857650699,0.787707224587262,1.98948992842673,2.03819239263936e-09,1.44788572797871e-07,"Significant"
"54","X64912_225.196_8.402_NA","Mission_Bay-La_Jolla Reefs",0,1.39342802439423,0.789619650670653,1.99723639811781,2.14710083046299e-09,1.49700641235058e-07,"Significant"
"55","X20809_421.205_3.904_NA","Mission_Bay-La_Jolla Reefs",0,1.37655246006675,0.779026856901082,1.97407806323243,2.2920946252114e-09,1.56065311656049e-07,"Significant"
"56","X26276_382.233_4.549_NA","Mission_Bay-La_Jolla Reefs",0,1.37650961540064,0.778802626689004,1.97421660411227,2.32129016008997e-09,1.56065311656049e-07,"Significant"
"57","X83440_414.272_10.711_NA.Spectral.Match.to.p.tert.Octylphenol.tetraglycol.ether.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.37940830423415,0.780019102259147,1.97879750620915,2.38413833120177e-09,1.57478610824117e-07,"Significant"
"58","X25286_539.267_4.299_NA","Mission_Bay-La_Jolla Reefs",0,1.39077105100623,0.785114053103795,1.99642804890866,2.59025945137381e-09,1.68143566110731e-07,"Significant"
"59","X69495_635.397_9.114_NA","Mission_Bay-La_Jolla Reefs",0,1.37904210506366,0.778091111945565,1.97999309818176,2.65626087792015e-09,1.69505461107955e-07,"Significant"
"60","X15925_259.116_3.475_NA","Mission_Bay-La_Jolla Reefs",0,1.38908142271319,0.782568793245937,1.99559405218044,2.8589742795404e-09,1.76100302485433e-07,"Significant"
"61","X60731_519.314_7.827_NA","Mission_Bay-La_Jolla Reefs",0,1.38830226499409,0.781945871421165,1.99465865856701,2.89167789713218e-09,1.76100302485433e-07,"Significant"
"62","X30023_396.249_4.683_NA","Mission_Bay-La_Jolla Reefs",0,1.37617293648409,0.775068476529828,1.97727739643836,2.89992529989291e-09,1.76100302485433e-07,"Significant"
"63","X72953_693.439_9.535_NA","Mission_Bay-La_Jolla Reefs",0,1.37429785816631,0.772399475135868,1.97619624119676,3.20599691239210e-09,1.91596482145337e-07,"Significant"
"64","X20489_451.215_3.879_NA.Massbank..Nonaethylene.glycol.2..2..2..2..2..2..2..2..2.hydroxyethoxy.ethoxy.ethoxy.ethoxy.ethoxy.ethoxy.ethoxy.ethoxy.ethanol","Mission_Bay-La_Jolla Reefs",0,1.38229054967022,0.776157038171608,1.98842406116883,3.35426053599264e-09,1.97324858093942e-07,"Significant"
"65","X33657_215.11_4.921_NA","Mission_Bay-La_Jolla Reefs",0,1.34554641860564,0.753552077090666,1.93754076012061,3.79717413068192e-09,2.18824493146797e-07,"Significant"
"66","X69954_466.316_9.284_NA","Mission_Bay-La_Jolla Reefs",0,1.41545670393628,0.792533341075888,2.03838006679667,3.83596721054147e-09,2.18824493146797e-07,"Significant"
"67","X23078_495.241_4.102_NA","Mission_Bay-La_Jolla Reefs",0,1.374103685205,0.768866998953324,1.97934037145667,3.95808641417972e-09,2.19440908067241e-07,"Significant"
"68","X33655_724.395_4.999_NA","Mission_Bay-La_Jolla Reefs",0,1.36884774281247,0.765904453797601,1.97179103182733,3.96334176588908e-09,2.19440908067241e-07,"Significant"
"69","X35225_768.422_5.126_NA","Mission_Bay-La_Jolla Reefs",0,1.36680310472543,0.764458299479038,1.96914790997181,4.0375478516097e-09,2.20309676250877e-07,"Significant"
"70","X51762_332.187_6.709_NA","Mission_Bay-La_Jolla Reefs",0,1.35954561570794,0.759746630369386,1.9593446010465,4.20314638649444e-09,2.26069230645022e-07,"Significant"
"71","X29205_518.316_4.617_NA.Spectral.Match.to.Undecaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.36225613083887,0.760360667388584,1.96415159428916,4.44163228419114e-09,2.33223600276666e-07,"Significant"
"72","X27447_583.293_4.473_NA","Mission_Bay-La_Jolla Reefs",0,1.37185236286114,0.765570354998202,1.97813437072409,4.48133385955174e-09,2.33223600276666e-07,"Significant"
"73","X77408_809.522_10.021_NA","Mission_Bay-La_Jolla Reefs",0,1.3591507216014,0.758114072088765,1.96018737111403,4.58344295850566e-09,2.33223600276666e-07,"Significant"
"74","X32242_685.325_4.873_NA","Mission_Bay-La_Jolla Reefs",0,1.37220527815216,0.765236834303494,1.97917372200083,4.62775717746666e-09,2.33223600276666e-07,"Significant"
"75","X75258_746.525_9.799_NA","Mission_Bay-La_Jolla Reefs",0,1.36667992368614,0.762091178706381,1.97126866866589,4.64588845172642e-09,2.33223600276666e-07,"Significant"
"76","X10370_284.169_2.885_NA","Mission_Bay-La_Jolla Reefs",0,1.35832936074144,0.756551616499658,1.96010710498321,4.90315266166164e-09,2.41485458574164e-07,"Significant"
"77","X66849_526.301_8.691_NA","Mission_Bay-La_Jolla Reefs",0,1.37516842721473,0.765798600288245,1.98453825414121,4.94221230606939e-09,2.41485458574164e-07,"Significant"
"78","X90353_981.278_12.383_NA..2S.3R.4S.5S.6R..2...2R.3R.4S.5S.6R..2....3S.6S.8R.10R.12R.13R.14R.17S..3.12.dihydroxy.4.4.8.10.14.pentamethyl.17...2S..6.methyl.2...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyhept.5.en.2.yl..2.3.5.6.7.9.11.12.13.15.16.17.dodecahydro.1H.cyclopenta.a.phenanthren.6.yl.oxy..4.5.dihydroxy.6..hydroxymethyl.oxan.3.yl.oxy.6..hydroxymethyl.oxane.3.4.5.triol","Mission_Bay-La_Jolla Reefs",0,1.34538887235502,0.749016481099579,1.94176126361046,5.00288599436516e-09,2.41485458574164e-07,"Significant"
"79","X54112_461.272_7.117_NA","Mission_Bay-La_Jolla Reefs",0,1.37695164871667,0.765936910962016,1.98796638647132,5.20206244747357e-09,2.42709602537867e-07,"Significant"
"80","X72780_679.46_9.514_NA","Mission_Bay-La_Jolla Reefs",0,1.360901870773,0.756923076142626,1.96488066540338,5.22923493395666e-09,2.42709602537867e-07,"Significant"
"81","X75338_751.481_9.803_NA","Mission_Bay-La_Jolla Reefs",0,1.357797476512,0.755036306134965,1.96055864688904,5.28026522506053e-09,2.42709602537867e-07,"Significant"
"82","X29198_562.306_4.617_NA","Mission_Bay-La_Jolla Reefs",0,1.37292063757599,0.763427469268213,1.98241380588376,5.28610555328157e-09,2.42709602537867e-07,"Significant"
"83","X77360_804.568_10.021_NA","Mission_Bay-La_Jolla Reefs",0,1.36009176453188,0.756079485120365,1.9641040439434,5.35509325771955e-09,2.42914772473664e-07,"Significant"
"84","X75389_737.501_9.813_NA","Mission_Bay-La_Jolla Reefs",0,1.35732827795727,0.754118442716623,1.96053811319791,5.49458445409101e-09,2.46275124638722e-07,"Significant"
"85","X6155_223.116_2.348_NA","Mission_Bay-La_Jolla Reefs",0,1.35425904219988,0.751712870153254,1.9568052142465,5.73249570035017e-09,2.51605200646911e-07,"Significant"
"86","X74283_494.347_9.736_NA","Mission_Bay-La_Jolla Reefs",0,1.39674468499081,0.775251915920089,2.01823745406153,5.74715730561337e-09,2.51605200646911e-07,"Significant"
"87","X72873_688.484_9.526_NA","Mission_Bay-La_Jolla Reefs",0,1.36239133506569,0.755771931839353,1.96901073829203,5.89117898908142e-09,2.54945849355075e-07,"Significant"
"88","X36555_812.447_5.239_NA","Mission_Bay-La_Jolla Reefs",0,1.35539868165974,0.751664361202574,1.9591330021169,5.97282057146487e-09,2.55541698313241e-07,"Significant"
"89","X80910_243.174_10.41_NA","Mission_Bay-La_Jolla Reefs",0,1.16970870267428,0.648152956660822,1.69126444868775,6.19889306552324e-09,2.60430137880944e-07,"Significant"
"90","X20692_347.123_4.034_NA","Mission_Bay-La_Jolla Reefs",0,1.33251237124131,0.738294966416555,1.92672977606606,6.22542162265205e-09,2.60430137880944e-07,"Significant"
"91","X72430_702.462_9.472_NA","Mission_Bay-La_Jolla Reefs",0,1.35710554438701,0.750304232515089,1.96390685625894,6.85692924662362e-09,2.83696028720197e-07,"Significant"
"92","X82650_531.33_10.611_NA","Mission_Bay-La_Jolla Reefs",0,1.3177750880326,0.727960390734963,1.90758978533024,7.11325032209942e-09,2.90856307837822e-07,"Significant"
"93","X69546_630.442_9.117_NA","Mission_Bay-La_Jolla Reefs",0,1.35888955295436,0.750504619976094,1.96727448593262,7.18449844061553e-09,2.90856307837822e-07,"Significant"
"94","X89082_790.545_11.918_NA.MGDG..18.4.18.5.","Mission_Bay-La_Jolla Reefs",0,1.35390670661451,0.74740036257677,1.96041305065224,7.33655025619839e-09,2.9385225228284e-07,"Significant"
"95","X85986_443.334_10.985_NA","Mission_Bay-La_Jolla Reefs",0,1.35821880443856,0.749103180129719,1.96733442874739,7.63649310453474e-09,3.02646279353403e-07,"Significant"
"96","X71540_547.345_9.37_NA","Mission_Bay-La_Jolla Reefs",0,1.34763967654712,0.742514808163739,1.95276454493049,7.98622912245861e-09,3.11297307124199e-07,"Significant"
"97","X43676_317.065_5.853_NA","Mission_Bay-La_Jolla Reefs",0,-1.35321927466348,-1.96092126268859,-0.745517286638374,8.02014310519183e-09,3.11297307124199e-07,"Significant"
"98","X44484_203.106_5.92_NA","Mission_Bay-La_Jolla Reefs",0,1.35934682813986,0.748563731744657,1.97012992453506,8.17685541498747e-09,3.14141435075794e-07,"Significant"
"99","X52354_461.235_6.774_NA","Mission_Bay-La_Jolla Reefs",0,1.36075195510788,0.749014606749069,1.97248930346669,8.33308921865950e-09,3.16909908164172e-07,"Significant"
"100","X73101_468.332_9.474_NA","Mission_Bay-La_Jolla Reefs",0,1.36864070390683,0.753151215483989,1.98413019232968,8.43346603662809e-09,3.17519996279048e-07,"Significant"
"101","X65541_572.4_8.493_NA","Mission_Bay-La_Jolla Reefs",0,1.35278838809652,0.74309465090265,1.9624821252904,9.12001285602315e-09,3.39968796068586e-07,"Significant"
"102","X30583_641.299_4.729_NA","Mission_Bay-La_Jolla Reefs",0,1.35719667417279,0.74512266492102,1.96927068342456,9.33165211769449e-09,3.44447747285488e-07,"Significant"
"103","X27392_324.228_4.462_NA","Mission_Bay-La_Jolla Reefs",0,1.33738214903823,0.733437255949979,1.94132704212647,9.78678571517122e-09,3.57740273957472e-07,"Significant"
"104","X91229_738.551_12.501_NA","Mission_Bay-La_Jolla Reefs",0,1.3427490819471,0.735037643193516,1.95046052070068,1.05868308564183e-08,3.83263636292452e-07,"Significant"
"105","X39937_345.189_5.531_NA","Mission_Bay-La_Jolla Reefs",0,1.3553577387678,0.741245986053334,1.96946949148227,1.10193982827411e-08,3.95124138424003e-07,"Significant"
"106","X74847_605.387_9.745_NA","Mission_Bay-La_Jolla Reefs",0,1.33380864361735,0.72900993689456,1.93860735034013,1.13139523305605e-08,4.01858778533589e-07,"Significant"
"107","X81591_378.248_10.506_NA","Mission_Bay-La_Jolla Reefs",0,1.33349882581836,0.72784210229705,1.93915554933967,1.19926691910521e-08,4.21985042096367e-07,"Significant"
"108","X79188_862.609_10.212_NA","Mission_Bay-La_Jolla Reefs",0,1.33584231437403,0.72816892918105,1.94351569956702,1.26737330630178e-08,4.39125550332238e-07,"Significant"
"109","X11855_198.185_3.045_NA","Mission_Bay-La_Jolla Reefs",0,1.33608254997073,0.728047893752522,1.94411720618894,1.2859824427558e-08,4.39125550332238e-07,"Significant"
"110","X74979_401.287_9.763_NA","Mission_Bay-La_Jolla Reefs",0,1.33206729833565,0.725792776567041,1.93834182010426,1.29099965162638e-08,4.39125550332238e-07,"Significant"
"111","X32338_548.327_4.882_NA","Mission_Bay-La_Jolla Reefs",0,1.3416712751227,0.730803660127933,1.95253889011747,1.307590757893e-08,4.39125550332238e-07,"Significant"
"112","X32165_680.369_4.867_NA","Mission_Bay-La_Jolla Reefs",0,1.3416541081963,0.730722772891381,1.95258544350123,1.31298006911251e-08,4.39125550332238e-07,"Significant"
"113","X59792_514.358_7.822_NA","Mission_Bay-La_Jolla Reefs",0,1.34437960688222,0.73214120481983,1.95661800894461,1.31795981905825e-08,4.39125550332238e-07,"Significant"
"114","X25324_534.311_4.298_NA.Spectral.Match.to.Undecaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.33675778421164,0.727779118593664,1.94573644982962,1.33411348635093e-08,4.39823974151907e-07,"Significant"
"115","X82962_397.294_10.656_NA.Spectral.Match.to.p.tert.Octylphenol.tetraglycol.ether.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.3468281882509,0.733081269783443,1.96057510671837,1.34795682393829e-08,4.39823974151907e-07,"Significant"
"116","X83081_323.234_10.664_NA","Mission_Bay-La_Jolla Reefs",0,1.33211501444506,0.724981360532939,1.93924866835717,1.35510175303111e-08,4.39823974151907e-07,"Significant"
"117","X81451_361.222_10.473_NA","Mission_Bay-La_Jolla Reefs",0,1.329026857038,0.722539965818384,1.93551374825761,1.41602126690898e-08,4.47484164045879e-07,"Significant"
"118","X17675_430.264_3.616_NA","Mission_Bay-La_Jolla Reefs",0,1.3305730020646,0.72329639013693,1.93784961399227,1.42290610405382e-08,4.47484164045879e-07,"Significant"
"119","X45155_403.194_5.986_NA","Mission_Bay-La_Jolla Reefs",0,1.35250668251717,0.735204145180108,1.96980921985422,1.42414425807758e-08,4.47484164045879e-07,"Significant"
"120","X73089_444.332_9.68_NA.Spectral.Match.to.1.Linoleoylglycerol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.35059040064226,0.734009018689097,1.96717178259543,1.4366012268674e-08,4.47484164045879e-07,"Significant"
"121","X29349_627.32_4.633_NA","Mission_Bay-La_Jolla Reefs",0,1.33750090130386,0.726777492877709,1.94822430973001,1.44632140708367e-08,4.47484164045879e-07,"Significant"
"122","X60510_485.179_7.796_NA","Mission_Bay-La_Jolla Reefs",0,1.32715614662765,0.721015264049064,1.93329702920623,1.45813775498382e-08,4.47484164045879e-07,"Significant"
"123","X35539_199.093_5.154_NA","Mission_Bay-La_Jolla Reefs",0,1.32607882731858,0.720385323922331,1.93177233071482,1.4619004562455e-08,4.47484164045879e-07,"Significant"
"124","X64850_563.376_8.391_NA","Mission_Bay-La_Jolla Reefs",0,1.33379238823053,0.723843191559766,1.94374158490129,1.52454638913113e-08,4.50722252963539e-07,"Significant"
"125","X28898_287.147_4.591_NA","Mission_Bay-La_Jolla Reefs",0,1.34649995696735,0.73064861606367,1.96235129787103,1.53241802580695e-08,4.50722252963539e-07,"Significant"
"126","X51079_415.061_6.638_NA","Mission_Bay-La_Jolla Reefs",0,1.32493006467365,0.71886362389336,1.93099650545394,1.5395391073092e-08,4.50722252963539e-07,"Significant"
"127","X73990_482.367_9.653_NA","Mission_Bay-La_Jolla Reefs",0,1.33541293536678,0.724453100796962,1.94637276993659,1.54819050912636e-08,4.50722252963539e-07,"Significant"
"128","X77778_795.543_10.059_NA","Mission_Bay-La_Jolla Reefs",0,1.32638444739025,0.718966073529643,1.93380282125086,1.60141887528553e-08,4.50722252963539e-07,"Significant"
"129","X80824_468.389_10.397_NA","Mission_Bay-La_Jolla Reefs",0,1.33028079878619,0.720935429964117,1.93962616760825,1.61452201608014e-08,4.50722252963539e-07,"Significant"
"130","X69222_621.419_9.075_NA","Mission_Bay-La_Jolla Reefs",0,1.32757858034341,0.719440375709801,1.93571678497703,1.61735196346768e-08,4.50722252963539e-07,"Significant"
"131","X81751_288.232_10.515_NA","Mission_Bay-La_Jolla Reefs",0,1.32662052284253,0.718853118566936,1.93438792711813,1.62366642353362e-08,4.50722252963539e-07,"Significant"
"132","X33781_444.28_5.01_NA","Mission_Bay-La_Jolla Reefs",0,1.32730061885977,0.718970611367437,1.9356306263521,1.64713972461428e-08,4.50722252963539e-07,"Significant"
"133","X24367_503.306_4.208_Spectral.Match.to.Undecaethylene.glycol.from.NIST14.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.32335047282553,0.716329922370765,1.93037102328029,1.69507187175455e-08,4.50722252963539e-07,"Significant"
"134","X76946_540.41_9.978_NA","Mission_Bay-La_Jolla Reefs",0,1.33486810076602,0.722490664809177,1.94724553672286,1.70217442363452e-08,4.50722252963539e-07,"Significant"
"135","X74539_333.18_9.721_NA","Mission_Bay-La_Jolla Reefs",0,1.33020103236615,0.719498322427976,1.94090374230433,1.74788529205827e-08,4.50722252963539e-07,"Significant"
"136","X80582_385.237_10.265_NA","Mission_Bay-La_Jolla Reefs",0,1.36225976683417,0.736823100275845,1.98769643339249,1.74939872588098e-08,4.50722252963539e-07,"Significant"
"137","X22524_520.332_4.209_NA.Spectral.Match.to.Decaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.32639523482546,0.717188432686887,1.93560203696404,1.77306586079951e-08,4.50722252963539e-07,"Significant"
"138","X71252_413.231_9.371_NA","Mission_Bay-La_Jolla Reefs",0,1.33327614442075,0.72089912017472,1.94565316866677,1.77405470314085e-08,4.50722252963539e-07,"Significant"
"139","X40468_273.168_5.581_NA.Spectral.Match.to.Curcumol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.32658020897532,0.7171884230749,1.93597199487573,1.78317803856132e-08,4.50722252963539e-07,"Significant"
