"","term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value","p_BH","significant"
"12","X90353_981.278_12.383_NA..2S.3R.4S.5S.6R..2...2R.3R.4S.5S.6R..2....3S.6S.8R.10R.12R.13R.14R.17S..3.12.dihydroxy.4.4.8.10.14.pentamethyl.17...2S..6.methyl.2...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyhept.5.en.2.yl..2.3.5.6.7.9.11.12.13.15.16.17.dodecahydro.1H.cyclopenta.a.phenanthren.6.yl.oxy..4.5.dihydroxy.6..hydroxymethyl.oxan.3.yl.oxy.6..hydroxymethyl.oxane.3.4.5.triol","Mission_Bay-La_Jolla Reefs",0,1.36978193977975,0.791396293909993,1.94816758564951,7.88120124717295e-10,2.47272689130051e-07,"Significant"
"13","X14303_210.133_3.3_NA","Mission_Bay-La_Jolla Reefs",0,1.38377968391193,0.787565371614118,1.97999399620974,1.72742076198773e-09,4.68119500871e-07,"Significant"
"14","X77952_484.384_10.216_NA.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.3700187288673,0.778314732563593,1.96172272517101,1.89330140454302e-09,4.68119500871e-07,"Significant"
"15","X77957_302.305_10.091_NA.Spectral.Match.to.D.erythro.Sphinganine.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.37745036766148,0.782489864091396,1.97241087123157,1.89899040936581e-09,4.68119500871e-07,"Significant"
"16","X79773_235.169_10.259_NA","Mission_Bay-La_Jolla Reefs",0,1.37684968576856,0.781422304988272,1.97227706654884,1.98935246054077e-09,4.68119500871e-07,"Significant"
"17","X15941_383.133_3.518_NA","Mission_Bay-La_Jolla Reefs",0,1.38908142271319,0.782568793245937,1.99559405218044,2.8589742795404e-09,6.06567708560934e-07,"Significant"
"18","X3003_256.175_1.347_NA.Spectral.Match.to.Hexaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.37617293648409,0.775068476529828,1.97727739643836,2.89992529989291e-09,6.06567708560934e-07,"Significant"
"19","X72964_504.316_9.505_NA.NCGC00380867.01_C27H46O9_9.12.15.Octadecatrienoic.acid..3..hexopyranosyloxy..2.hydroxypropyl.ester...9Z.12Z.15Z..","Mission_Bay-La_Jolla Reefs",0,1.37429785816631,0.772399475135868,1.97619624119676,3.20599691239210e-09,6.2174923952385e-07,"Significant"
"20","X2049_361.16_0.965_NA","Mission_Bay-La_Jolla Reefs",0,1.38229054967022,0.776157038171608,1.98842406116883,3.35426053599264e-09,6.2174923952385e-07,"Significant"
"21","X33711_321.101_5.007_NA","Mission_Bay-La_Jolla Reefs",0,1.34554641860564,0.753552077090666,1.93754076012061,3.79717413068192e-09,6.2174923952385e-07,"Significant"
"22","X69959_574.315_9.173_NA","Mission_Bay-La_Jolla Reefs",0,1.41545670393628,0.792533341075888,2.03838006679667,3.83596721054147e-09,6.2174923952385e-07,"Significant"
"23","X23084_197.117_4.099_NA","Mission_Bay-La_Jolla Reefs",0,1.374103685205,0.768866998953324,1.97934037145667,3.95808641417972e-09,6.2174923952385e-07,"Significant"
"24","X33657_215.11_4.921_NA","Mission_Bay-La_Jolla Reefs",0,1.36884774281247,0.765904453797601,1.97179103182733,3.96334176588908e-09,6.2174923952385e-07,"Significant"
"25","X51776_530.352_6.75_NA","Mission_Bay-La_Jolla Reefs",0,1.35954561570794,0.759746630369386,1.9593446010465,4.20314638649444e-09,6.32993845806062e-07,"Significant"
"26","X75268_423.334_9.805_NA","Mission_Bay-La_Jolla Reefs",0,1.36667992368614,0.762091178706381,1.97126866866589,4.64588845172642e-09,6.63406246936837e-07,"Significant"
"27","X90363_712.536_12.323_NA","Mission_Bay-La_Jolla Reefs",0,1.34538887235502,0.749016481099579,1.94176126361046,5.00288599436516e-09,6.63406246936837e-07,"Significant"
"28","X72781_376.211_9.513_NA","Mission_Bay-La_Jolla Reefs",0,1.360901870773,0.756923076142626,1.96488066540338,5.22923493395666e-09,6.63406246936837e-07,"Significant"
"29","X75347_365.268_9.83_NA","Mission_Bay-La_Jolla Reefs",0,1.357797476512,0.755036306134965,1.96055864688904,5.28026522506053e-09,6.63406246936837e-07,"Significant"
"30","X29205_518.316_4.617_NA.Spectral.Match.to.Undecaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.37292063757599,0.763427469268213,1.98241380588376,5.28610555328157e-09,6.63406246936837e-07,"Significant"
"31","X61569_321.169_7.903_NA","Mission_Bay-La_Jolla Reefs",0,1.35425904219988,0.751712870153254,1.9568052142465,5.73249570035017e-09,6.76188976738573e-07,"Significant"
"32","X74284_280.263_9.696_NA","Mission_Bay-La_Jolla Reefs",0,1.39674468499081,0.775251915920089,2.01823745406153,5.74715730561337e-09,6.76188976738573e-07,"Significant"
"33","X80915_249.185_10.267_NA","Mission_Bay-La_Jolla Reefs",0,1.16970870267428,0.648152956660822,1.69126444868775,6.19889306552324e-09,7.07237345202878e-07,"Significant"
"34","X82651_261.242_10.62_NA","Mission_Bay-La_Jolla Reefs",0,1.3177750880326,0.727960390734963,1.90758978533024,7.11325032209942e-09,7.67280880960749e-07,"Significant"
"35","X69549_305.21_9.119_NA","Mission_Bay-La_Jolla Reefs",0,1.35888955295436,0.750504619976094,1.96727448593262,7.18449844061553e-09,7.67280880960749e-07,"Significant"
"36","X89085_795.501_11.912_NA","Mission_Bay-La_Jolla Reefs",0,1.35390670661451,0.74740036257677,1.96041305065224,7.33655025619839e-09,7.67280880960749e-07,"Significant"
"37","X85987_574.411_11.033_NA","Mission_Bay-La_Jolla Reefs",0,1.35821880443856,0.749103180129719,1.96733442874739,7.63649310453474e-09,7.77064771312791e-07,"Significant"
"38","X30604_311.232_4.722_NA","Mission_Bay-La_Jolla Reefs",0,1.35719667417279,0.74512266492102,1.96927068342456,9.33165211769449e-09,9.24570269029467e-07,"Significant"
"39","X2741_337.139_1.167_NA","Mission_Bay-La_Jolla Reefs",0,1.33738214903823,0.733437255949979,1.94132704212647,9.78678571517122e-09,9.44801236349222e-07,"Significant"
"40","X74866_321.242_9.872_NA","Mission_Bay-La_Jolla Reefs",0,1.33380864361735,0.72900993689456,1.93860735034013,1.13139523305605e-08,1.06492576311401e-06,"Significant"
"41","X74992_530.332_9.754_NA.NCGC00380867.01_C27H46O9_9.12.15.Octadecatrienoic.acid..3..hexopyranosyloxy..2.hydroxypropyl.ester...9Z.12Z.15Z..","Mission_Bay-La_Jolla Reefs",0,1.33206729833565,0.725792776567041,1.93834182010426,1.29099965162638e-08,1.07680334824275e-06,"Significant"
"42","X32171_337.139_4.868_NA","Mission_Bay-La_Jolla Reefs",0,1.3416541081963,0.730722772891381,1.95258544350123,1.31298006911251e-08,1.07680334824275e-06,"Significant"
"43","X2533_369.129_1.142_NA","Mission_Bay-La_Jolla Reefs",0,1.33675778421164,0.727779118593664,1.94573644982962,1.33411348635093e-08,1.07680334824275e-06,"Significant"
"44","X82980_548.345_10.651_NA.Spectral.Match.to.Decaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.3468281882509,0.733081269783443,1.96057510671837,1.34795682393829e-08,1.07680334824275e-06,"Significant"
"45","X83083_590.369_10.66_NA","Mission_Bay-La_Jolla Reefs",0,1.33211501444506,0.724981360532939,1.93924866835717,1.35510175303111e-08,1.07680334824275e-06,"Significant"
"46","X81469_269.247_10.485_NA","Mission_Bay-La_Jolla Reefs",0,1.329026857038,0.722539965818384,1.93551374825761,1.41602126690898e-08,1.07680334824275e-06,"Significant"
"47","X17682_402.233_3.618_NA","Mission_Bay-La_Jolla Reefs",0,1.3305730020646,0.72329639013693,1.93784961399227,1.42290610405382e-08,1.07680334824275e-06,"Significant"
"48","X74006_305.247_9.654_NA.Spectral.Match.to.13S.Hydroxy.9Z.11E.15Z.octadecatrienoic.acid.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.33541293536678,0.724453100796962,1.94637276993659,1.54819050912636e-08,1.07680334824275e-06,"Significant"
"49","X69225_377.232_9.075_NA","Mission_Bay-La_Jolla Reefs",0,1.32757858034341,0.719440375709801,1.93571678497703,1.61735196346768e-08,1.07680334824275e-06,"Significant"
"50","X81752_265.179_10.517_NA","Mission_Bay-La_Jolla Reefs",0,1.32662052284253,0.718853118566936,1.93438792711813,1.62366642353362e-08,1.07680334824275e-06,"Significant"
"51","X74547_550.314_9.72_NA","Mission_Bay-La_Jolla Reefs",0,1.33020103236615,0.719498322427976,1.94090374230433,1.74788529205827e-08,1.07680334824275e-06,"Significant"
"52","X40469_214.112_5.571_NA","Mission_Bay-La_Jolla Reefs",0,1.32658020897532,0.7171884230749,1.93597199487573,1.78317803856132e-08,1.07680334824275e-06,"Significant"
"53","X83779_756.492_10.725_NA","Mission_Bay-La_Jolla Reefs",0,1.32601133863302,0.716652813172616,1.93536986409343,1.80644411651443e-08,1.07680334824275e-06,"Significant"
"54","X45568_247.133_6.024_.10.12.dihydroxy.9.methyl.4.13.dimethylene.6.oxatricyclo.7.4.0.0.3.7..tridecan..5.one.CollisionEnergy.102040..3.PHENYLLACTIC.ACID","Mission_Bay-La_Jolla Reefs",0,1.34696727184608,0.727107889825747,1.96682665386642,1.89642523906741e-08,1.07680334824275e-06,"Significant"
"55","X36555_812.447_5.239_NA","Mission_Bay-La_Jolla Reefs",0,1.32190951840965,0.71344967214905,1.93036936467026,1.91066354959801e-08,1.07680334824275e-06,"Significant"
"56","X34211_195.101_5.043_NA.HYDROXYPHENYLLACTIC.ACID","Mission_Bay-La_Jolla Reefs",0,1.3302338847842,0.717892942679286,1.94257482688911,1.91600272314574e-08,1.07680334824275e-06,"Significant"
"57","X70374_317.211_9.299_NA","Mission_Bay-La_Jolla Reefs",0,1.32250801910782,0.713517178821501,1.93149885939414,1.93854344798794e-08,1.07680334824275e-06,"Significant"
"58","X75943_526.292_9.876_PE.22.6.0.0....M.H...C27H45N1O7P1","Mission_Bay-La_Jolla Reefs",0,1.3269798664467,0.715382325422056,1.93857740747135,1.99934667710622e-08,1.07680334824275e-06,"Significant"
"59","X79704_323.221_10.221_NA","Mission_Bay-La_Jolla Reefs",0,1.32421938133877,0.713528193021625,1.93491056965592,2.04105304879576e-08,1.07680334824275e-06,"Significant"
"60","X79833_405.263_10.284_NA.Spectral.Match.to.O.Arachidonoylglycidol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.32358009104139,0.7131632305064,1.93399695157638,2.04341353837734e-08,1.07680334824275e-06,"Significant"
"61","X74940_896.412_9.766_NA","Mission_Bay-La_Jolla Reefs",0,1.32168902857612,0.711920781017386,1.93145727613486,2.0693601388011e-08,1.07680334824275e-06,"Significant"
"62","X71242_614.447_9.337_NA","Mission_Bay-La_Jolla Reefs",0,1.33040612496572,0.716596819315112,1.94421543061632,2.07160921750216e-08,1.07680334824275e-06,"Significant"
"63","X54281_536.306_7.003_NA","Mission_Bay-La_Jolla Reefs",0,1.32192702578693,0.711979659646355,1.93187439192751,2.07746687630461e-08,1.07680334824275e-06,"Significant"
"64","X71708_762.557_9.432_NA","Mission_Bay-La_Jolla Reefs",0,1.32012387720872,0.710743734705657,1.92950401971179,2.10874538941752e-08,1.07680334824275e-06,"Significant"
"65","X61948_498.363_7.98_NA","Mission_Bay-La_Jolla Reefs",0,1.32077572813645,0.710982804228969,1.93056865204393,2.1220867396643e-08,1.07680334824275e-06,"Significant"
"66","X67120_489.303_8.73_NA","Mission_Bay-La_Jolla Reefs",0,1.31614751525891,0.708159389662322,1.9241356408555,2.16228089877646e-08,1.07680334824275e-06,"Significant"
"67","X36577_207.159_5.24_NA","Mission_Bay-La_Jolla Reefs",0,1.31815105824208,0.70845889594385,1.92784322054031,2.25915496310236e-08,1.07680334824275e-06,"Significant"
"68","X12027_210.133_3.066_NA","Mission_Bay-La_Jolla Reefs",0,1.31904663856586,0.70893839170307,1.92915488542865,2.25938926456948e-08,1.07680334824275e-06,"Significant"
"69","X74421_313.179_9.704_NA","Mission_Bay-La_Jolla Reefs",0,1.32062661409323,0.709214590480263,1.9320386377062,2.33310170072443e-08,1.07680334824275e-06,"Significant"
"70","X78589_624.374_10.159_NA","Mission_Bay-La_Jolla Reefs",0,1.31778331157978,0.707637670214908,1.92792895294466,2.33965057327978e-08,1.07680334824275e-06,"Significant"
"71","X85210_496.384_10.794_NA","Mission_Bay-La_Jolla Reefs",0,1.29244082997488,0.693948847901907,1.89093281204785,2.35039275819915e-08,1.07680334824275e-06,"Significant"
"72","X73784_485.269_9.637_NA","Mission_Bay-La_Jolla Reefs",0,1.32155985950393,0.709446283182401,1.93367343582545,2.36850865587002e-08,1.07680334824275e-06,"Significant"
"73","X45733_270.242_6.037_NA","Mission_Bay-La_Jolla Reefs",0,1.3174147826083,0.707208769470518,1.92762079574609,2.37014602388896e-08,1.07680334824275e-06,"Significant"
"74","X30023_396.249_4.683_NA","Mission_Bay-La_Jolla Reefs",0,1.31633515811407,0.706490395777603,1.92617992045054,2.38866283419625e-08,1.07680334824275e-06,"Significant"
"75","X32736_227.128_4.914_NA","Mission_Bay-La_Jolla Reefs",0,1.31349640749103,0.704864847546921,1.92212796743514,2.40237858495362e-08,1.07680334824275e-06,"Significant"
"76","X22964_266.128_4.09_NA","Mission_Bay-La_Jolla Reefs",0,1.30981914338172,0.702870707407893,1.91676757935554,2.40519347771695e-08,1.07680334824275e-06,"Significant"
"77","X40468_273.168_5.581_NA.Spectral.Match.to.Curcumol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.31724610851012,0.706781211088649,1.9277110059316,2.41530124789335e-08,1.07680334824275e-06,"Significant"
"78","X43676_317.065_5.853_NA","Mission_Bay-La_Jolla Reefs",0,1.31547712070995,0.705694710319563,1.92525953110034,2.43395431587246e-08,1.07680334824275e-06,"Significant"
"79","X77165_659.385_10.001_NA","Mission_Bay-La_Jolla Reefs",0,1.31860005476823,0.707126720265634,1.93007338927083,2.46724851660218e-08,1.07680334824275e-06,"Significant"
"80","X54143_592.384_6.99_NA","Mission_Bay-La_Jolla Reefs",0,1.32275807109137,0.709353785414118,1.93616235676863,2.46762711375581e-08,1.07680334824275e-06,"Significant"
"81","X66638_363.252_8.655_NA","Mission_Bay-La_Jolla Reefs",0,1.31536834024537,0.705015311565542,1.9257213689252,2.5199882291993e-08,1.07680334824275e-06,"Significant"
"82","X64196_497.373_8.298_NA","Mission_Bay-La_Jolla Reefs",0,1.31293169024267,0.703689365921221,1.92217401456412,2.52280208945521e-08,1.07680334824275e-06,"Significant"
"83","X77341_488.358_10.014_NA","Mission_Bay-La_Jolla Reefs",0,1.33234778486952,0.713846972732331,1.95084859700671,2.55763420442534e-08,1.07680334824275e-06,"Significant"
"84","X39695_400.29_5.515_NA","Mission_Bay-La_Jolla Reefs",0,1.31940371878493,0.706664072398376,1.93214336517149,2.59310211081498e-08,1.07680334824275e-06,"Significant"
"85","X14877_210.17_3.349_NA","Mission_Bay-La_Jolla Reefs",0,1.31561600368788,0.704259023625383,1.92697298375037,2.64802203497894e-08,1.07680334824275e-06,"Significant"
"86","X67083_217.158_8.614_NA.Spectral.Match.to.....Perillyl.alcohol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.31106729205063,0.701721053658677,1.92041353044258,2.66329243103769e-08,1.07680334824275e-06,"Significant"
"87","X80659_493.314_10.376_NA","Mission_Bay-La_Jolla Reefs",0,1.31206709386987,0.702009022567766,1.92212516517197,2.70023478021741e-08,1.07680334824275e-06,"Significant"
"88","X20489_451.215_3.879_NA.Massbank..Nonaethylene.glycol.2..2..2..2..2..2..2..2..2.hydroxyethoxy.ethoxy.ethoxy.ethoxy.ethoxy.ethoxy.ethoxy.ethoxy.ethanol","Mission_Bay-La_Jolla Reefs",0,1.31382009374769,0.702935181571772,1.92470500592362,2.70200296581535e-08,1.07680334824275e-06,"Significant"
"89","X50338_229.143_6.562_NA.Spectral.Match.to.Monolaurin.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.31161900828081,0.701720116821506,1.92151789974011,2.70764178855742e-08,1.07680334824275e-06,"Significant"
"90","X43644_375.18_5.848_NA","Mission_Bay-La_Jolla Reefs",0,1.30123194111023,0.696064137109957,1.90639974511051,2.72271435397542e-08,1.07680334824275e-06,"Significant"
"91","X9778_222.185_2.814_NA","Mission_Bay-La_Jolla Reefs",0,1.32099206917601,0.706331506138025,1.93565263221399,2.76866610748883e-08,1.07680334824275e-06,"Significant"
"92","X74739_495.35_9.738_NA.Spectral.Match.to.1.Arachidoyl.2.hydroxy.sn.glycero.3.phosphocholine.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.31168272104431,0.701273601375975,1.92209184071264,2.78104408391044e-08,1.07680334824275e-06,"Significant"
"93","X43381_312.237_5.827_NA.Spectral.Match.to.Hexaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.30876423789327,0.699657654616284,1.91787082117025,2.78967563493993e-08,1.07680334824275e-06,"Significant"
"94","X64968_268.19_8.447_NA","Mission_Bay-La_Jolla Reefs",0,1.31317686208992,0.701875697539549,1.92447802664029,2.81158193393694e-08,1.07680334824275e-06,"Significant"
"95","X70143_319.226_9.146_NA","Mission_Bay-La_Jolla Reefs",0,1.31976245003671,0.705039212850115,1.9344856872233,2.86741291821713e-08,1.07680334824275e-06,"Significant"
"96","X12029_193.107_3.069_NA","Mission_Bay-La_Jolla Reefs",0,1.31196914808714,0.700595521762468,1.92334277441182,2.91232050697587e-08,1.07680334824275e-06,"Significant"
"97","X26427_195.098_4.38_NA","Mission_Bay-La_Jolla Reefs",0,1.31510369024978,0.702073643053559,1.92813373744601,2.94397887179443e-08,1.07680334824275e-06,"Significant"
"98","X7369_267.106_2.522_NA","Mission_Bay-La_Jolla Reefs",0,1.31878808687605,0.703998559914038,1.93357761383807,2.9507964405262e-08,1.07680334824275e-06,"Significant"
"99","X69760_231.138_9.153_NA","Mission_Bay-La_Jolla Reefs",0,1.31455968089614,0.701648861804236,1.92747049998804,2.96590320081336e-08,1.07680334824275e-06,"Significant"
"100","X73725_493.279_9.664_NA","Mission_Bay-La_Jolla Reefs",0,1.31889911330746,0.703777409856151,1.93402081675878,2.99667076708587e-08,1.07680334824275e-06,"Significant"
"101","X2759_307.128_1.12_NA","Mission_Bay-La_Jolla Reefs",0,1.3101285605744,0.698966659593965,1.92129046155484,3.01842135730368e-08,1.07680334824275e-06,"Significant"
"102","X73565_492.089_9.606_NA","Mission_Bay-La_Jolla Reefs",0,1.30872936791312,0.698005216633233,1.919453519193,3.054550812287e-08,1.07680334824275e-06,"Significant"
"103","X4053_430.134_2.048_NA","Mission_Bay-La_Jolla Reefs",0,1.30926796657573,0.698153406469192,1.92038252668227,3.0781275639491e-08,1.07680334824275e-06,"Significant"
"104","X2663_231.084_1.193_NA","Mission_Bay-La_Jolla Reefs",0,1.32116341596778,0.704434427887757,1.9378924040478,3.08861464182186e-08,1.07680334824275e-06,"Significant"
"105","X3575_201.073_1.739_NA.HYDROXYPHENYLLACTIC.ACID","Mission_Bay-La_Jolla Reefs",0,1.30652639991212,0.696498133829163,1.91655466599509,3.11125755159125e-08,1.07680334824275e-06,"Significant"
"106","X75258_746.525_9.799_NA","Mission_Bay-La_Jolla Reefs",0,1.31067555313981,0.698528524479627,1.92282258179999,3.14255262923169e-08,1.07680334824275e-06,"Significant"
"107","X37609_263.127_5.33_NA.HYDROXYPHENYLLACTIC.ACID","Mission_Bay-La_Jolla Reefs",0,1.30570138716027,0.695327974537802,1.91607479978274,3.23946994784663e-08,1.07680334824275e-06,"Significant"
"108","X25842_624.379_4.334_NA","Mission_Bay-La_Jolla Reefs",0,1.30894429172836,0.696972731666555,1.92091585179016,3.25416374957754e-08,1.07680334824275e-06,"Significant"
"109","X71243_263.237_9.343_NA.KU036.11.2.1","Mission_Bay-La_Jolla Reefs",0,1.31049075428364,0.697486824543037,1.92349468402425,3.3099535001746e-08,1.07680334824275e-06,"Significant"
"110","X67295_363.216_8.757_NA","Mission_Bay-La_Jolla Reefs",0,1.31085675403426,0.697389289054526,1.92432421901399,3.36346916984809e-08,1.07680334824275e-06,"Significant"
"111","X55649_505.263_7.188_NA","Mission_Bay-La_Jolla Reefs",0,1.31273996798773,0.698347598626053,1.92713233734942,3.371503598526e-08,1.07680334824275e-06,"Significant"
"112","X83935_503.336_10.76_NA","Mission_Bay-La_Jolla Reefs",0,1.31191063279795,0.697662385699965,1.92615887989594,3.41684950333487e-08,1.07680334824275e-06,"Significant"
"113","X62472_227.164_8.087_NA.10.HYDROXYDECANOIC.ACID","Mission_Bay-La_Jolla Reefs",0,1.30558219826972,0.694282594097898,1.91688180244155,3.41955342930689e-08,1.07680334824275e-06,"Significant"
"114","X28836_534.348_4.668_NA.Spectral.Match.to.Decaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.30851058763575,0.6953188667676,1.9217023085039,3.5185875435495e-08,1.07680334824275e-06,"Significant"
"115","X57658_494.977_7.43_NA","Mission_Bay-La_Jolla Reefs",0,1.33152550187724,0.707532365699695,1.95551863805478,3.52165699935014e-08,1.07680334824275e-06,"Significant"
"116","X39928_391.175_5.529_NA","Mission_Bay-La_Jolla Reefs",0,1.31507424521167,0.698760915976905,1.93138757444643,3.52736718722824e-08,1.07680334824275e-06,"Significant"
"117","X43384_295.211_5.827_NA.Spectral.Match.to.Hexaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.30497103840276,0.693387824282836,1.91655425252268,3.52829291339063e-08,1.07680334824275e-06,"Significant"
"118","X91701_846.292_12.774_NA.Contaminants.septum.vial.Thermo.C4000.53.and.C4000.54.serie","Mission_Bay-La_Jolla Reefs",0,1.30101399970581,0.691182205215485,1.91084579419613,3.54836281468707e-08,1.07680334824275e-06,"Significant"
"119","X75053_515.262_9.774_NA","Mission_Bay-La_Jolla Reefs",0,1.30558123222082,0.693322201409107,1.91784026303253,3.60448773051303e-08,1.07680334824275e-06,"Significant"
"120","X57368_399.164_7.392_NA","Mission_Bay-La_Jolla Reefs",0,1.30682133485982,0.693862693004606,1.91977997671504,3.62783766361119e-08,1.07680334824275e-06,"Significant"
"121","X42031_202.191_5.73_NA","Mission_Bay-La_Jolla Reefs",0,1.30851816854833,0.694113287646033,1.92292304945063,3.7588139711886e-08,1.07680334824275e-06,"Significant"
"122","X22041_481.262_4.012_NA","Mission_Bay-La_Jolla Reefs",0,1.28893953301352,0.683643472611178,1.89423559341586,3.77634566950391e-08,1.07680334824275e-06,"Significant"
"123","X9860_240.144_2.824_NA","Mission_Bay-La_Jolla Reefs",0,1.30732409193483,0.693340166047862,1.9213080178218,3.78754133611992e-08,1.07680334824275e-06,"Significant"
"124","X53935_391.23_6.964_Hexa.methoxymethyl.melamine","Mission_Bay-La_Jolla Reefs",0,1.30453292911294,0.691664152890857,1.91740170533502,3.82821185862525e-08,1.07680334824275e-06,"Significant"
"125","X59128_285.184_7.615_NA","Mission_Bay-La_Jolla Reefs",0,1.30663710836654,0.692596470663182,1.9206777460699,3.86660868878508e-08,1.07680334824275e-06,"Significant"
"126","X25860_453.343_4.338_NA","Mission_Bay-La_Jolla Reefs",0,1.30092019867242,0.689533390778312,1.91230700656654,3.87354078812407e-08,1.07680334824275e-06,"Significant"
"127","X21936_281.157_3.999_NA","Mission_Bay-La_Jolla Reefs",0,1.30827173149635,0.69327888848031,1.92326457451239,3.90546283091098e-08,1.07680334824275e-06,"Significant"
"128","X63389_458.238_8.182_NA","Mission_Bay-La_Jolla Reefs",0,1.31474148758294,0.696705742523281,1.9327772326426,3.90579987241679e-08,1.07680334824275e-06,"Significant"
"129","X59760_326.196_7.699_NA","Mission_Bay-La_Jolla Reefs",0,1.30829013045355,0.693204108916705,1.92337615199039,3.92342960342518e-08,1.07680334824275e-06,"Significant"
"130","X47343_370.243_6.222_NA","Mission_Bay-La_Jolla Reefs",0,1.30365847447852,0.690732712737105,1.91658423621993,3.92712704577747e-08,1.07680334824275e-06,"Significant"
"131","X2646_261.131_1.19_NA","Mission_Bay-La_Jolla Reefs",0,1.30399828635242,0.690743278389831,1.91725329431501,3.96353156961737e-08,1.07680334824275e-06,"Significant"
"132","X68829_303.231_9.005_NA","Mission_Bay-La_Jolla Reefs",0,1.30297251815533,0.690032196054074,1.91591284025659,3.99989296129277e-08,1.07680334824275e-06,"Significant"
"133","X65811_361.2_8.602_NA","Mission_Bay-La_Jolla Reefs",0,1.28909660934981,0.682649310955716,1.8955439077439,4.00747796058809e-08,1.07680334824275e-06,"Significant"
"134","X83861_439.284_10.755_NA","Mission_Bay-La_Jolla Reefs",0,1.30366473722015,0.690194402092601,1.9171350723477,4.04459424840908e-08,1.07680334824275e-06,"Significant"
"135","X74469_820.599_9.71_NA","Mission_Bay-La_Jolla Reefs",0,1.30394251747511,0.690149464773056,1.91773557017716,4.08699811771385e-08,1.07680334824275e-06,"Significant"
"136","X21761_536.327_3.987_NA.Spectral.Match.to.Undecaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,1.30099356921399,0.688494299739521,1.91349283868847,4.10803270289861e-08,1.07680334824275e-06,"Significant"
"137","X14458_199.133_3.309_NA","Mission_Bay-La_Jolla Reefs",0,1.30361646253558,0.689745233629281,1.91748769144188,4.13871861226767e-08,1.07680334824275e-06,"Significant"
"138","X20639_181.122_3.89_NA","Mission_Bay-La_Jolla Reefs",0,1.30642076678604,0.691214877424544,1.92162665614754,4.1418831697726e-08,1.07680334824275e-06,"Significant"
