uniqueID,mz,RT,Annotated_names,La_Jolla_Cove,La_Jolla_Cove.pval,Mission_Bay,Mission_Bay.pval,Mission_Beach,Mission_Beach.pval,Pacific_Beach,Pacific_Beach.pval,SIO_La_Jolla_Shores,SIO_La_Jolla_Shores.pval,Torrey_Pines,Torrey_Pines.pval,MeanDecreaseAccuracy,MeanDecreaseAccuracy.pval,MeanDecreaseGini,MeanDecreaseGini.pval,RF significant features
10485,193.119,2.895,NA,0.515475416,0.081836327,-0.917681389,0.890219561,1.924157356,0.001996008,1.34406228,0.003992016,2.189057428,0.001996008,2.380012416,0.001996008,2.320318157,0.001996008,0.060648299,0.001996008,RF significant features
72626,514.301,9.484,NA,1.997482919,0.001996008,1.671315676,0.001996008,2.113879563,0.001996008,1.366929044,0.005988024,1.495553937,0.001996008,1.803154084,0.001996008,2.236454844,0.001996008,0.102560189,0.001996008,RF significant features
54129,381.808,6.99,NA,1.001001503,0.045908184,2.203900044,0.001996008,1.415913679,0.001996008,0,0.958083832,1.732917483,0.001996008,2.34902563,0.001996008,2.235741267,0.001996008,0.050677227,0.001996008,RF significant features
59188,312.231,7.625,NA,1.001001503,0.041916168,2.24111489,0.001996008,1.417050503,0.001996008,1.001001503,0.0499002,1.415913679,0.007984032,1.34406228,0.00998004,2.2327443,0.001996008,0.053256394,0.001996008,RF significant features
64690,225.148,8.37,NA,2.407610742,0.001996008,1.521430939,0.003992016,1.736061366,0.001996008,1.997482919,0.001996008,-0.974120253,0.932135729,1.680089245,0.001996008,2.175672917,0.001996008,0.053976046,0.001996008,RF significant features
63776,310.216,8.237,NA,1.001001503,0.05988024,2.141051417,0.001996008,1.735995199,0.001996008,1.001001503,0.045908184,-1.001001503,0.994011976,1.001001503,0.143712575,2.172285963,0.001996008,0.046092371,0.001996008,RF significant features
83265,249.185,10.686,NA;NCGC00179704-04,1.654786801,0.001996008,-1.001001503,0.992015968,1.620086715,0.001996008,1.417050503,0.001996008,-0.328826667,0.938123752,1.430537629,0.001996008,2.167698586,0.001996008,0.042802651,0.001996008,RF significant features
57080,314.247,7.36,NA,0,0.97005988,2.127620599,0.001996008,1.2529319,0.001996008,1.732917483,0.001996008,1.417050503,0.001996008,1.865017692,0.001996008,2.103774862,0.001996008,0.052886141,0.001996008,RF significant features
55803,310.216,7.197,NA,1.001001503,0.061876248,2.214514217,0.001996008,0,0.932135729,1.001001503,0.0499002,0,0.930139721,0.853423763,0.121756487,2.08987448,0.001996008,0.055934593,0.001996008,RF significant features
90428,1221.344,12.376,NA;Contaminant vial septum ThermoFisher C5000-44B,1.001001503,0.05988024,1.389425036,0.003992016,0.930545338,0.077844311,1.074991101,0.003992016,1.090268615,0.007984032,1.841368138,0.001996008,2.058400116,0.001996008,0.065379581,0.001996008,RF significant features
68554,370.204,8.964,NA,1.001001503,0.045908184,2.002628942,0.001996008,1.415913679,0.001996008,1.001001503,0.053892216,1.001001503,0.027944112,1.81433195,0.001996008,2.036258844,0.001996008,0.043415609,0.001996008,RF significant features
90127,1221.344,12.04,NA;Contaminant vial septum ThermoFisher C5000-44B,0.108466505,0.069860279,1.001001503,0.093812375,1.177081689,0.00998004,0.336436607,0.047904192,1.001001503,0.063872255,1.982377819,0.001996008,2.023424314,0.001996008,0.058449836,0.001996008,RF significant features
78984,219.174,10.107,"NA;Massbank:AC000287 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one",1.695832761,0.003992016,1.214465419,0.015968064,1.412859872,0.001996008,1.417050503,0.001996008,1.73727046,0.001996008,1.417050503,0.001996008,1.992611746,0.001996008,0.045635246,0.001996008,RF significant features
82135,435.252,10.621,NA,1.001001503,0.05988024,1.77158899,0.001996008,1.976288852,0.001996008,1.001001503,0.057884232,1.34406228,0.001996008,0.962100218,0.099800399,1.990248906,0.001996008,0.048742636,0.001996008,RF significant features
82124,413.268,10.607,NA,-1.001001503,1,1.984085713,0.001996008,1.415913679,0.005988024,0,0.94011976,1.001001503,0.043912176,1.637365307,0.001996008,1.981802555,0.001996008,0.052205808,0.001996008,RF significant features
83280,732.576,10.633,NA;DGTSA(16:0/16:4); [M+H]+ C42H74N1O7,1.001001503,0.055888224,0.564912651,0.123752495,1.389425036,0.001996008,1.289591936,0.003992016,1.001001503,0.093812375,1.817160971,0.001996008,1.940238043,0.001996008,0.034421314,0.003992016,RF significant features
58369,528.939,7.527,NA,0,0.956087824,1.666392658,0.001996008,1.832590127,0.001996008,1.676031666,0.001996008,0.318031526,0.051896208,1.001001503,0.063872255,1.921414115,0.001996008,0.033840571,0.001996008,RF significant features
62012,552.264,7.992,NA,1.668215703,0.001996008,1.001001503,0.145708583,1.001001503,0.03992016,0,0.938123752,-0.056523522,0.896207585,0.459829414,0.157684631,1.912750119,0.001996008,0.04145734,0.001996008,RF significant features
87419,906.258,11.3,"NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",0.301538758,0.053892216,1.214465419,0.007984032,1.512135016,0.001996008,1.001001503,0.045908184,1.357063236,0.003992016,1.951730101,0.001996008,1.909813312,0.001996008,0.027803802,0.003992016,RF significant features
76069,325.2,10.038,NA;2'-Hydroxy-a-naphthoflavone CollisionEnergy:205060,2.059025147,0.001996008,2.16675695,0.001996008,1.001001503,0.033932136,1.129539679,0.005988024,1.415913679,0.005988024,-0.217949511,0.888223553,1.879299326,0.001996008,0.039062028,0.001996008,RF significant features
21870,246.18,3.969,NA,0,0.944111776,1.854559289,0.001996008,1.370215269,0.007984032,1.001001503,0.067864271,0,0.916167665,1.001001503,0.097804391,1.84129128,0.001996008,0.05126734,0.001996008,RF significant features
76840,342.227,9.953,NA,1.440188307,0.001996008,1.598231771,0.001996008,1.282301663,0.001996008,1.686569328,0.001996008,0.546748391,0.061876248,1.324201043,0.005988024,1.834456912,0.001996008,0.038712042,0.001996008,RF significant features
85234,704.546,10.798,NA,0,0.934131737,0.632708666,0.109780439,0,0.920159681,1.001001503,0.053892216,0,0.922155689,1.708995376,0.001996008,1.826641693,0.001996008,0.040202293,0.001996008,RF significant features
84098,433.294,10.836,NA,0,0.956087824,-1.417050503,1,1.001001503,0.023952096,1.001001503,0.047904192,1.001001503,0.061876248,1.675945689,0.003992016,1.814201309,0.003992016,0.021377778,0.013972056,RF significant features
78979,1245.513,10.189,NA,1.816482178,0.001996008,1.001001503,0.097804391,0,0.924151697,0,0.954091816,-1.415913679,1,1.352304765,0.007984032,1.802216214,0.001996008,0.034370931,0.005988024,RF significant features
79350,309.205,10.218,NA;Massbank:NA002994 [6]-Gingerol|5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one,1.485739282,0.001996008,1.208872842,0.00998004,1.281157106,0.001996008,1.001001503,0.043912176,-1.415913679,1,0.978628585,0.107784431,1.786669443,0.001996008,0.027019481,0.003992016,RF significant features
70739,724.338,9.279,NA,2.136430694,0.001996008,0,0.888223553,1.415913679,0.001996008,-1.001001503,0.996007984,-1.001001503,1,-1.001001503,0.920159681,1.786578373,0.001996008,0.056996844,0.001996008,RF significant features
90353,981.278,12.383,"NA;(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,6S,8R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",1.001001503,0.051896208,1.783423211,0.001996008,1.733813091,0.001996008,1.001001503,0.05988024,1.34406228,0.003992016,1.096720409,0.015968064,1.78296531,0.001996008,0.029625526,0.003992016,RF significant features
55344,466.228,7.149,NA,1.056678711,0.003992016,-1.001001503,0.992015968,0,0.924151697,1.413899397,0.003992016,-1.001001503,0.994011976,1.904234223,0.001996008,1.74357714,0.001996008,0.036567355,0.001996008,RF significant features
53713,289.179,6.945,NA,0,0.952095808,-1.001001503,0.992015968,0,0.910179641,0,0.936127745,0,0.896207585,1.637365307,0.001996008,1.737231574,0.001996008,0.010019048,0.163672655,RF significant features
47961,337.164,6.207,NA,0,0.954091816,0,0.880239521,1.001001503,0.041916168,1.001001503,0.043912176,0,0.926147705,0,0.884231537,1.737204729,0.001996008,0.0176,0.021956088,RF significant features
80743,950.697,10.382,NA,0,0.928143713,1.001001503,0.087824351,0,0.912175649,0,0.962075848,1.001001503,0.085828343,0,0.886227545,1.737069039,0.001996008,0.020394672,0.017964072,RF significant features
91357,980.277,12.674,"NA;(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,6S,8R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0,0.956087824,1.734480783,0.001996008,1.001001503,0.025948104,1.001001503,0.063872255,1.001001503,0.027944112,0,0.870259481,1.733826946,0.001996008,0.029209407,0.003992016,RF significant features
29883,235.126,4.674,NA,0,0.948103792,1.732166553,0.001996008,1.001001503,0.065868263,1.001001503,0.047904192,1.417050503,0.001996008,0,0.844311377,1.72210812,0.001996008,0.031452092,0.001996008,RF significant features
91776,832.24,12.836,"NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",0.200008,0.037924152,1.416859365,0.003992016,1.417050503,0.001996008,1.001001503,0.053892216,-1.001001503,0.996007984,1.594031782,0.001996008,1.717660048,0.001996008,0.031556926,0.001996008,RF significant features
27492,504.3,4.378,NA,1.001001503,0.021956088,1.71920338,0.001996008,1.415913679,0.005988024,1.001001503,0.025948104,1.358072985,0.005988024,1.001001503,0.069860279,1.716954954,0.001996008,0.026953947,0.005988024,RF significant features
77559,293.174,10.026,NA;dihydroauroglaucin,1.406064428,0.003992016,1.697324654,0.001996008,1.001001503,0.037924152,1.412859872,0.001996008,-0.771854671,0.910179641,1.672474354,0.001996008,1.706547262,0.001996008,0.026558249,0.001996008,RF significant features
89945,906.258,12.064,"NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",1.001001503,0.0499002,1.72005229,0.001996008,1.001001503,0.097804391,1.001001503,0.045908184,1.417050503,0.003992016,1.674104933,0.001996008,1.698401864,0.001996008,0.024850506,0.011976048,RF significant features
36782,872.542,5.256,NA,1.412859872,0.003992016,-1.001001503,0.996007984,-1.001001503,0.96007984,1.370215269,0.003992016,-1.001001503,0.98003992,0.459829414,0.091816367,1.676004517,0.001996008,0.021908939,0.015968064,RF significant features
74884,776.573,9.755,NA,-0.094072919,0.952095808,1.417050503,0.005988024,1.691116552,0.001996008,1.406064428,0.003992016,1.001001503,0.043912176,1.643743937,0.001996008,1.6759826,0.001996008,0.044575514,0.001996008,RF significant features
88072,908.258,11.533,"NA;(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aR,14bR)-9-hydroxy-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-5-[4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxyoxane-2-carboxylic acid",1.001001503,0.043912176,0.16940653,0.101796407,1.596749271,0.001996008,1.725261219,0.001996008,1.001001503,0.061876248,1.001001503,0.115768463,1.675430536,0.001996008,0.029652345,0.001996008,RF significant features
27240,318.206,4.572,NA,1.712531622,0.001996008,1.001001503,0.087824351,0,0.930139721,0,0.954091816,1.001001503,0.033932136,0,0.882235529,1.674946394,0.003992016,0.023998537,0.003992016,RF significant features
55141,422.216,7.116,NA,0,0.96007984,1.001001503,0.075848303,0,0.934131737,1.001001503,0.03992016,0,0.938123752,0,0.904191617,1.673835617,0.001996008,0.013477056,0.053892216,RF significant features
74539,333.18,9.721,NA,1.322255749,0.001996008,1.001001503,0.061876248,-0.056523522,0.938123752,1.001001503,0.041916168,1.001001503,0.061876248,-1.001001503,0.934131737,1.672312335,0.001996008,0.015371429,0.027944112,RF significant features
14494,284.17,3.31,NA,1.370215269,0.003992016,0,0.912175649,-0.108466505,0.944111776,1.001001503,0.041916168,0.633554647,0.061876248,1.001001503,0.127744511,1.67127245,0.003992016,0.024135238,0.001996008,RF significant features
21902,430.228,4,NA,0,0.968063872,1.692052165,0.001996008,1.415913679,0.007984032,0,0.954091816,0,0.922155689,1.001001503,0.065868263,1.668717461,0.003992016,0.022419227,0.013972056,RF significant features
79714,207.174,10.272,NA;b-Caryophyllene oxide,1.001001503,0.057884232,0,0.892215569,1.34406228,0.005988024,1.001001503,0.047904192,0,0.912175649,1.001001503,0.107784431,1.661231374,0.003992016,0.025274725,0.007984032,RF significant features
26276,382.233,4.549,NA,1.238138774,0.001996008,1.367671725,0.003992016,1.001001503,0.035928144,1.001001503,0.053892216,1.001001503,0.02994012,1.001001503,0.093812375,1.658441379,0.001996008,0.02654527,0.001996008,RF significant features
89168,871.572,11.876,Pheophytin a;Chlorophyll a,-1.001001503,0.996007984,-1.34406228,0.998003992,0,0.942115768,0,0.954091816,0,0.926147705,1.70089613,0.001996008,1.647721575,0.003992016,0.039874286,0.001996008,RF significant features
78606,399.358,10.16,NA;Massbank: Myristamidopropyl betaine|carboxymethyl-dimethyl-[3-(tetradecanoylamino)propyl]azanium,1.001001503,0.035928144,1.001001503,0.081836327,1.510994713,0.001996008,-1.001001503,1,-1.001001503,0.964071856,1.001001503,0.063872255,1.647609471,0.001996008,0.034347911,0.001996008,RF significant features
3590,311.123,1.571,NA;2'-Hydroxy-a-naphthoflavone CollisionEnergy:102040,1.001001503,0.05988024,0,0.890219561,-1.001001503,0.978043912,0,0.954091816,0,0.926147705,1.001001503,0.061876248,1.643983812,0.001996008,0.021247302,0.007984032,RF significant features
79694,685.355,10.267,NA,0,0.968063872,1.001001503,0.05988024,-1.001001503,0.97005988,1.001001503,0.031936128,1.001001503,0.027944112,0,0.936127745,1.642087507,0.001996008,0.015222222,0.015968064,RF significant features
67923,214.216,8.859,"NA;Spectral Match to cis,cis-9,12-Octadecadien-1-ol from NIST14",0,0.956087824,1.214465419,0.015968064,1.289942926,0.007984032,1.001001503,0.055888224,1.001001503,0.03992016,1.152319968,0.021956088,1.641975409,0.005988024,0.035639943,0.003992016,RF significant features
74923,625.246,9.765,NA,1.637280262,0.003992016,0,0.870259481,0,0.922155689,0,0.920159681,0,0.904191617,0,0.856287425,1.634508372,0.001996008,0.028457126,0.005988024,RF significant features
84643,359.258,10.8,NA,1.001001503,0.025948104,1.001001503,0.075848303,1.315334104,0.001996008,1.001001503,0.033932136,1.001001503,0.01996008,0,0.900199601,1.627218858,0.001996008,0.019193651,0.005988024,RF significant features
84654,581.399,10.907,NA,-1.001001503,0.996007984,1.385073058,0.007984032,0,0.904191617,0,0.946107784,0,0.922155689,1.001001503,0.105788423,1.611079519,0.001996008,0.018333333,0.025948104,RF significant features
20904,253.143,3.875,NA,1.001001503,0.057884232,1.43502406,0.001996008,1.001001503,0.085828343,0.454639398,0.061876248,1.415913679,0.001996008,0.01663666,0.101796407,1.609855017,0.003992016,0.02158355,0.017964072,RF significant features
85088,429.263,10.896,NA,1.001001503,0.063872255,1.001001503,0.081836327,-1.001001503,0.98003992,0,0.958083832,0,0.930139721,0,0.878243513,1.609796701,0.001996008,0.018795238,0.01996008,RF significant features
74958,901.367,9.766,NA,1.413899397,0.001996008,0,0.926147705,0,0.948103792,0,0.936127745,0,0.944111776,1.417050503,0.001996008,1.608787536,0.003992016,0.022696237,0.001996008,RF significant features
80781,293.174,10.397,NA;dihydroauroglaucin,1.001001503,0.0499002,0,0.902195609,1.498768767,0.001996008,-1.001001503,0.998003992,1.001001503,0.071856287,1.34406228,0.007984032,1.607623457,0.003992016,0.025005079,0.003992016,RF significant features
65734,363.216,8.522,NA,-1.34406228,0.996007984,0,0.874251497,1.001001503,0.027944112,0,0.942115768,-1.001001503,0.97005988,0,0.846307385,1.605052326,0.001996008,0.015277778,0.061876248,RF significant features
87562,869.556,11.389,NA;Chlorophyll a,0,0.942115768,0,0.876247505,0,0.906187625,0,0.936127745,1.001001503,0.043912176,1.001001503,0.085828343,1.605026706,0.001996008,0.021430081,0.015968064,RF significant features
72968,414.285,9.533,NA,0,0.956087824,1.34406228,0.007984032,1.001001503,0.077844311,-1.412859872,0.998003992,0,0.956087824,0,0.884231537,1.600060037,0.003992016,0.030364319,0.001996008,RF significant features
90002,1220.343,12.137,NA;Contaminant vial septum ThermoFisher C5000-44B,0.295566049,0.045908184,1.273210425,0.003992016,0.514694591,0.067864271,1.417050503,0.003992016,0.796091132,0.073852295,1.770509241,0.001996008,1.592990376,0.005988024,0.049078144,0.001996008,RF significant features
35573,606.332,5.16,NA,-1.001001503,0.998003992,1.722343717,0.001996008,0,0.918163673,-1.001001503,0.996007984,1.001001503,0.069860279,1.001001503,0.083832335,1.591135927,0.003992016,0.027154062,0.011976048,RF significant features
92113,980.277,12.951,"NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",0,0.956087824,1.546964484,0.001996008,0,0.912175649,-1.001001503,1,0,0.928143713,1.416952054,0.007984032,1.586295166,0.005988024,0.036952893,0.003992016,RF significant features
80910,243.174,10.41,NA,1.402752094,0.003992016,1.152319968,0.00998004,1.663980187,0.001996008,2.14241086,0.001996008,0.307176539,0.075848303,1.772446574,0.001996008,1.577271925,0.001996008,0.066683449,0.001996008,RF significant features
60059,496.342,7.78,NA,0,0.948103792,1.001001503,0.073852295,1.001001503,0.02994012,1.001001503,0.027944112,0,0.9500998,1.34406228,0.003992016,1.574404005,0.001996008,0.011650794,0.045908184,RF significant features
77383,237.112,10.022,NA,1.001001503,0.0499002,1.417050503,0.003992016,1.001001503,0.035928144,1.402752094,0.001996008,1.001001503,0.03992016,1.67802512,0.001996008,1.570021814,0.003992016,0.037503186,0.001996008,RF significant features
54153,379.81,6.988,NA,0,0.9500998,1.412136112,0.003992016,1.001001503,0.083832335,0,0.932135729,0,0.904191617,1.001001503,0.115768463,1.562497632,0.007984032,0.027816207,0.003992016,RF significant features
66641,267.159,8.648,NA,1.001001503,0.051896208,1.001001503,0.123752495,1.282301663,0.007984032,0,0.944111776,0,0.908183633,0.595567264,0.127744511,1.546720562,0.005988024,0.024040578,0.013972056,RF significant features
80950,313.273,10.391,NA,0,0.954091816,1.34406228,0.007984032,1.001001503,0.057884232,1.001001503,0.041916168,1.001001503,0.087824351,1.409498539,0.007984032,1.542327166,0.001996008,0.021172342,0.00998004,RF significant features
208,282.834,0.667,NA,1.34406228,0.003992016,-1.416859365,0.998003992,0.056523522,0.087824351,1.001001503,0.0499002,1.001001503,0.027944112,1.34406228,0.003992016,1.540200038,0.003992016,0.033652678,0.001996008,RF significant features
34402,280.19,5.058,NA,0,0.958083832,1.417050503,0.003992016,1.001001503,0.055888224,1.001001503,0.03992016,1.001001503,0.067864271,0.623668528,0.107784431,1.534199956,0.001996008,0.024720968,0.005988024,RF significant features
23293,328.233,4.117,NA,-1.001001503,0.998003992,1.001001503,0.069860279,1.34406228,0.007984032,1.001001503,0.025948104,1.001001503,0.05988024,0,0.896207585,1.531108354,0.005988024,0.020583331,0.011976048,RF significant features
75508,242.247,9.817,"NA;Spectral Match to cis,cis-9,12-Octadecadien-1-ol from NIST14",1.001001503,0.053892216,1.417050503,0.001996008,1.001001503,0.071856287,1.402752094,0.001996008,1.415913679,0.001996008,1.001001503,0.123752495,1.529842248,0.003992016,0.024036768,0.00998004,RF significant features
58416,319.226,7.43,NA,-1.001001503,1,1.417050503,0.001996008,0,0.974051896,1.001001503,0.043912176,1.001001503,0.047904192,0,0.918163673,1.524862551,0.001996008,0.022074603,0.001996008,RF significant features
71642,649.465,9.398,NA,0,0.932135729,1.001001503,0.103792415,1.415913679,0.003992016,0,0.952095808,0,0.926147705,1.34406228,0.00998004,1.522846834,0.003992016,0.019224751,0.021956088,RF significant features
