,metabolite,p,F,MS,Significance
116,X751_222.879_0.71_nan,0.2849132391253516,1.2465470100782654,1.2432366710042082,Non-significant
117,X757_293.149_0.65_nan,0.006905771134833786,3.077280557905803,2.8930316744084803,Significant
118,X761_248.164_0.65_nan,0.01999500280197874,2.5868559452400093,2.4699303262989134,Significant
119,X765_265.155_0.65_nan,0.014295846660298747,2.7429484731107125,2.606021022289206,Significant
120,X766_322.201_0.649_nan,0.06369857927934185,2.033229589709148,1.9761477117926562,Non-significant
121,X773_290.175_0.653_nan,0.07137372440185773,1.9771720749879673,1.9251603134565647,Non-significant
122,X774_280.191_0.652_nan,0.04760106459522397,2.1751179225528787,2.104379130002487,Significant
123,X785_262.18_0.652_nan,0.09636266352755957,1.8272004370784314,1.787836230211095,Non-significant
124,X797_305.157_0.651_nan,5.771907054404367e-08,8.359943403936246,6.743108543237724,Significant
125,X798_250.18_0.654_nan,0.27767732055987554,1.2614195238101247,1.2574479642327823,Non-significant
126,X804_292.19_0.654_nan,0.11517340415693239,1.7364694309784605,1.7041026836512725,Non-significant
127,X805_335.168_0.64_nan,1.6920413741743044e-06,6.80851221871111,5.730774133541384,Significant
128,X806_281.149_0.653_nan,0.022708795501616995,2.5272493293616223,2.4176043122769366,Significant
129,X807_275.11_0.648_nan,6.260506710415232e-09,9.403007356617898,7.3775422963702235,Significant
130,X812_296.135_0.638_nan,0.0001775837321001065,4.720124010110358,4.22024230927666,Significant
131,X814_266.175_0.652_nan,0.00360417332420353,3.372543922067917,3.1415482602657328,Significant
132,X817_234.149_0.651_nan,0.008211009247572492,2.9981711409531355,2.8256639362192844,Significant
133,X828_249.123_0.651_nan,0.0004539422565712671,4.3016227237485465,3.8946386858079154,Significant
134,X829_264.159_0.648_nan,0.0034794414765748696,3.3884642160100062,3.1548186076407094,Significant
135,X838_291.142_0.649_nan,4.3781735854462105e-07,7.424805556592617,6.143287369878389,Significant
136,X843_319.136_0.651_nan,1.966555689945766e-08,8.863068448256488,7.053512825660487,Significant
137,X853_349.184_0.653_nan,7.646115376553993e-08,8.229280775608213,6.661117387526254,Significant
138,X864_376.212_0.655_nan,0.023882728757540817,2.503576632126033,2.396767870430328,Significant
139,X869_254.175_0.653_nan,0.0007153388499749426,4.0985727144100235,3.733679467384679,Significant
140,X873_290.138_0.651_nan,0.00011657752060647921,4.907776216832727,4.363617215553518,Significant
141,X878_306.206_0.657_nan,0.03498718040500104,2.322875576871527,2.2366735152851303,Significant
142,X896_346.202_0.659_nan,0.04578216484001293,2.1939321600554686,2.1212944084836725,Significant
143,X921_261.131_0.659_nan,3.489236097279353e-08,8.594570746628712,6.888900907943197,Significant
144,X922_334.201_0.662_nan,0.02733720805462603,2.439930200279708,2.3405905792248656,Significant
145,X950_260.165_0.663_nan,0.3528945223916633,1.1194897169896891,1.1212529601388768,Non-significant
146,X975_318.206_0.662_nan,0.0227552573978337,2.5262901321417734,2.416760649173343,Significant
147,X980_363.164_0.655_nan,4.529425033706034e-08,8.472822655242611,6.8134781759642005,Significant
148,X1024_393.211_0.657_nan,3.358685858226643e-07,7.546331738087846,6.222980659612528,Significant
149,X1028_407.19_0.656_nan,1.3097433756215972e-07,7.980004262039283,6.50308131505226,Significant
150,X1037_211.152_0.663_nan,0.020143688276836057,2.5833925057051896,2.4668953591227427,Significant
151,X1038_184.899_0.677_nan,0.41424946996573797,1.019497142364078,1.0245230949145978,Non-significant
152,X1071_297.933_0.682_nan,0.1958328011894076,1.4566946398542941,1.4427467427336904,Non-significant
153,X1080_316.978_0.679_nan,0.47098919323145405,0.9354687751552959,0.9427340459445747,Non-significant
154,X1103_246.955_0.686_nan,0.028527787662431216,2.419783414442908,2.3227604151977093,Significant
155,X1107_244.958_0.686_nan,0.032606365986353705,2.3564236734009025,2.2665360998729063,Significant
156,X1110_229.958_0.688_nan,0.2024651027388136,1.438532252191773,1.4256130810249363,Non-significant
157,X1137_278.901_0.692_nan,0.1441104480441285,1.6203210272427222,1.5961838353366724,Non-significant
158,X1139_287.131_0.684_nan,0.2735352235737156,1.2700731175448718,1.2657103636600109,Non-significant
159,X1140_218.975_0.686_nan,0.6407368831797382,0.7115489811281007,0.7225098819701338,Non-significant
160,X1147_180.894_0.699_nan,0.273775585757238,1.2695680922275108,1.2652282990398072,Non-significant
161,X1183_284.85_0.703_nan,0.3171077202461011,1.1837747872499393,1.1831000999442085,Non-significant
162,X1185_328.748_0.694_nan,0.5738077582145211,0.7965528358104872,0.8065027633889531,Non-significant
163,X1193_330.745_0.698_nan,0.6260217667477701,0.7300265482635032,0.7408087759855174,Non-significant
164,X1199_167.967_0.698_nan,0.010438105072322306,2.888080209481921,2.731353890251896,Significant
165,X1206_466.661_0.704_nan,0.1968462015658534,1.453885599694786,1.4400981512132116,Non-significant
166,X1207_165.066_0.702_nan,0.00012059898595695392,4.892653076440523,4.352121551311505,Significant
167,X1208_210.913_0.703_nan,0.06516324332798763,2.0220591238093295,1.9660023381176404,Non-significant
168,X1218_270.869_0.702_nan,0.17157584359793368,1.5280020836643151,1.5098170709667178,Non-significant
169,X1224_394.818_0.704_nan,0.1232222574512821,1.7017291654012043,1.6719099547987455,Non-significant
170,X1228_157.939_0.7_nan,0.005792446731130656,3.1573812703664226,2.960904102468472,Significant
171,X1266_268.872_0.705_nan,0.037655775141205765,2.28778129123794,2.2053656999466704,Significant
172,X1268_234.826_0.707_nan,0.07151071237183676,1.9762238616988386,1.9242962654628721,Non-significant
173,X1275_346.889_0.709_nan,0.31131879706447374,1.1946841189587143,1.193569426476596,Non-significant
174,X1280_370.741_0.713_nan,0.15351594696420995,1.5870738036968992,1.5651405944843344,Non-significant
175,X1302_352.741_0.71_nan,0.16442263781589644,1.5507118897912173,1.5311113563749659,Non-significant
176,X1311_468.658_0.712_nan,0.22311488242724717,1.3850615206598083,1.3750513824629393,Non-significant
177,X1313_176.868_0.709_nan,0.12512020387940148,1.693837925677103,1.6645871751158217,Non-significant
178,X1325_350.744_0.711_nan,0.12139912673731659,1.7094137000372462,1.679037283224293,Non-significant
179,X1326_239.967_0.714_nan,0.010702890423670194,2.876557658726282,2.721445172529851,Significant
180,X1336_174.871_0.709_nan,0.1033453610646487,1.7917659859450656,1.7551936409399547,Non-significant
181,X1338_410.699_0.712_nan,0.20549549832951391,1.4304027960692753,1.4179374185194273,Non-significant
182,X1339_294.782_0.713_nan,0.06427933442265348,2.0287717647013945,1.9720998534515897,Non-significant
183,X1346_204.957_0.73_nan,3.0471379933063876e-06,6.54201800454444,5.547946033434569,Significant
184,X1352_224.876_0.716_nan,0.13270893290398098,1.663329494438212,1.6362408278884022,Non-significant
185,X1356_408.702_0.713_nan,0.1361548515305433,1.6499921287000698,1.6238308357352096,Non-significant
186,X1378_199.997_0.724_nan,0.0001875502073385507,4.695781493711561,4.2015259137624765,Significant
187,X1379_526.617_0.718_nan,0.11086897382664018,1.755965289258903,1.7221368599429139,Non-significant
188,X1381_398.752_0.718_nan,0.050422601292481675,2.1472435960058234,2.0792804481045795,Non-significant
189,X1391_348.747_0.716_nan,0.12523141938838964,1.6933788838064188,1.6641610846538937,Non-significant
190,X1393_290.788_0.717_nan,0.18403414939781074,1.4903576444531346,1.4744487854841533,Non-significant
191,X1397_608.566_0.719_nan,0.5744777976780718,0.7956867383270091,0.8056493968439443,Non-significant
192,X1399_338.797_0.721_nan,0.04200733141134781,2.2353626664459485,2.1584710215663656,Significant
193,X1401_333.116_0.756_nan,4.8737591626781885e-05,5.296957816304196,4.6559442986413995,Significant
194,X1403_349.111_0.849_nan,0.8564615558051422,0.43254885050435854,0.4433990895479347,Non-significant
195,X1411_490.652_0.724_nan,0.18873716106189944,1.4767217439786535,1.4616156983667363,Non-significant
196,X1414_280.838_0.723_nan,0.015247748593549448,2.7130669390951683,2.5800727648787087,Significant
197,X1429_340.793_0.724_nan,0.04781814035530847,2.172918388648561,2.1024002592755213,Significant
198,X1464_352.845_0.734_nan,0.2423532954561797,1.3388746806506702,1.3312330473429104,Non-significant
199,X1475_262.916_0.739_nan,8.387965078659195e-06,6.08539535173519,5.228193219706774,Significant
200,X1477_277.089_0.607_nan,0.021523532253251054,2.5523840414224566,2.439693199565412,Significant
201,X1488_226.891_0.738_nan,0.3924106807955194,1.05382697235496,1.057805721496789,Non-significant
202,X1492_228.924_0.734_nan,0.4133112196704613,1.0209466966423635,1.0259299795043775,Non-significant
203,X1496_426.801_0.753_nan,0.12896168362233987,1.6781917586566,1.6500569082636598,Non-significant
204,X1501_302.814_0.736_nan,0.208099817720627,1.4234977590674038,1.4114145873904098,Non-significant
205,X1506_330.863_0.747_nan,0.12815178626672377,1.6814550743498657,1.6530887108427386,Non-significant
206,X1507_289.089_0.794_nan,2.498271407695293e-08,8.750849621224345,6.984999220393985,Significant
207,X1508_404.819_0.754_nan,0.06146163669918453,2.050765318101346,1.9920594166403633,Non-significant
208,X1512_297.897_0.748_nan,0.22088640729327064,1.39062506427505,1.380320584730314,Non-significant
209,X1528_364.811_0.748_nan,0.0810551953005535,1.9140101844615944,1.8674883409233718,Non-significant
210,X1534_306.852_0.749_nan,0.040599088195622246,2.2517345059745817,2.173134558638989,Significant
211,X1538_240.906_0.774_nan,0.5756792867153917,0.7941346362940747,0.8041199846455135,Non-significant
212,X1539_257.932_0.776_nan,0.08867424993237842,1.869065209434363,1.8263054010234419,Non-significant
213,X1542_382.837_0.773_nan,0.07747593928504695,1.9364975158440294,1.8880482561012861,Non-significant
214,X1543_265.118_0.646_nan,0.0006764578834689187,4.123540130838092,3.753578265232839,Significant
215,X1547_284.87_0.763_nan,0.01823770255378423,2.629797900152666,2.5075043046133216,Significant
216,X1561_262.888_0.777_nan,0.017435091090512965,2.6507657023391364,2.525813776029356,Significant
217,X1575_201.073_0.865_nan,0.8368746368971589,0.4603782618914611,0.47147824924292747,Non-significant
218,X1577_268.154_0.654_nan,0.0005762682877161943,4.195127021183061,3.81046555863093,Significant
219,X1578_377.142_0.794_nan,0.00017309909600111634,4.731526722197147,4.2290002529751645,Significant
220,X1581_329.943_0.82_nan,0.018446804003480637,2.624482492642498,2.5028589147712244,Significant
221,X1591_214.918_0.812_nan,0.303162774836569,1.2103234468524562,1.2085647120533085,Non-significant
222,X1592_216.951_0.815_nan,0.005652225115128646,3.1685291173014103,2.9703231699615316,Significant
223,X1595_220.133_0.657_nan,0.0010625825650916443,3.921624975750869,3.5917844303864555,Significant
224,X1599_173.042_0.816_nan,0.7533481826892056,0.5706298402746915,0.5821968660199546,Non-significant
225,X1603_245.099_0.865_nan,0.8936910504533292,0.37578461015626197,0.38595955983671226,Non-significant
226,X1605_203.053_0.821_nan,0.9613044548104405,0.24363749068579,0.25137160142334963,Non-significant
227,X1611_245.113_0.823_nan,0.00016326345119019778,4.757606054530392,4.2490083408467845,Significant
228,X1615_195.959_0.819_nan,0.7232813605868637,0.6085326197953508,0.620068667621949,Non-significant
229,X1619_282.133_0.67_nan,0.0023499674680203166,3.565461295531951,3.301475875607436,Significant
230,X1620_215.016_0.823_nan,1.1674260091976861e-05,5.93683321572076,5.122350973509158,Significant
231,X1625_365.106_0.831_nan,0.29683921770205385,1.22267604941776,1.2203975922227162,Non-significant
232,X1627_178.107_0.829_nan,0.10721545197943923,1.773063020940715,1.7379337969918642,Non-significant
233,X1628_233.051_0.835_nan,0.14518142470753795,1.6164392876724532,1.592562914467235,Non-significant
234,"X1631_527.159_0.835_nan;2-[(2r)-9-hydroxy-7-oxo-2,3-dihydro-7h-furo[3,2-g]chromen-2-yl]propan-2-yl |A-d-glucopyranoside",0.14098283994629643,1.631806428451856,1.6068921146051245,Non-significant
235,X1642_210.061_0.828_nan,1.9918400810041913e-05,5.697210875167847,4.9497142362719275,Significant
236,X1643_379.122_0.843_nan,0.7226936786252509,0.6092689800260843,0.6208034604498581,Non-significant
237,X1644_335.095_0.837_nan,0.7735572849047854,0.5447951640683205,0.5563273005458855,Non-significant
238,X1645_228.084_0.839_nan,0.7952366185315315,0.5166045415928957,0.5280466457486777,Non-significant
239,X1649_244.079_0.841_nan,0.8121256385361149,0.4941885680331355,0.505520278557981,Non-significant
240,X1653_152.057_0.847_nan,0.31429180313118243,1.189062122983856,1.188175132174863,Non-significant
241,X1658_217.068_0.843_nan,0.9896517329062072,0.1459106073986687,0.1510501181781174,Non-significant
242,X1670_258.095_0.862_nan,0.7192815198523168,0.6135418513667632,0.6250665113209144,Non-significant
243,X1672_275.123_0.855_nan,7.205461980682993e-07,7.197024439803082,5.992467089934689,Significant
244,X1677_513.237_0.849_nan,0.34758688072000027,1.1287071619697957,1.1301371435100347,Non-significant
245,X1683_385.129_0.85_S-(5'-ADENOSYL)-L-HOMOCYSTEINE,6.084778986632383e-09,9.416506865368929,7.38552643602031,Significant
246,X1684_206.118_0.854_nan,0.582650687535029,0.7851523175855174,0.795265828414654,Non-significant
247,X1690_182.102_0.856_nan,0.012716883932114679,2.797079970183607,2.652902391767929,Significant
248,X1691_242.1_0.898_nan,0.8010270261529578,0.5089699272300184,0.5203782975490724,Non-significant
249,X1693_347.145_0.854_Porphyra-334,0.00016492718354454048,4.753086014578537,4.245542788002538,Significant
250,X1698_202.997_0.678_nan,0.08101219844653937,1.9142747866280574,1.8677304385689508,Non-significant
251,X1700_319.1_0.854_nan,0.8913182682513475,0.3796003671552369,0.38982770889822166,Non-significant
252,X1716_363.127_0.865_nan,0.972243614071941,0.21322528222699025,0.22022431474491252,Non-significant
253,X1720_187.058_0.848_nan,0.9093713216034378,0.3496637450912901,0.35945288020105504,Non-significant
254,X1727_215.089_0.828_nan,0.4636581821753838,0.9459617702741353,0.9529726277767482,Non-significant
255,X1732_243.134_0.868_nan,0.4366157850395259,0.9855595808415726,0.9915454443713472,Non-significant
256,X1754_177.102_0.866_nan,3.042104977795912e-07,7.591778418754593,6.252646638745937,Significant
257,X1758_262.144_0.869_nan,0.27793335004206393,1.2608880359213035,1.25694034789962,Non-significant
258,X1822_204.123_0.858_Spectral Match to Acetyl-DL-carnitine from NIST14,0.012128080672498312,2.8189635753090676,2.67180948995146,Significant
259,X1831_217.105_0.863_nan,0.2809749055129235,1.2546038775776012,1.2509370803153341,Non-significant
260,X1834_192.102_0.872_nan,0.22011221710652037,1.3925689624955602,1.3821611830139455,Non-significant
261,X1853_495.226_0.873_nan,0.6368468610365996,0.7164253989026017,0.7273413689036832,Non-significant
262,X1865_282.119_0.863_nan,0.3426325342100587,1.137405211344796,1.1385156988866703,Non-significant
263,X1870_151.035_0.887_nan,0.8324637435607398,0.46650280223044976,0.4776505917016523,Non-significant
264,X1871_261.094_0.884_nan,0.9579959300786585,0.2519330322233532,0.25985634347330266,Non-significant
265,X1872_268.104_0.88_Spectral Match to Adenosine from NIST14,0.0002251040406044201,4.614416188099248,4.13876830649766,Significant
266,X1875_273.144_0.88_nan,0.9445334038385248,0.2827387620173108,0.2913223608164435,Non-significant
267,X1889_245.063_0.812_nan,6.337295048163099e-05,5.179704310051661,4.568575465995493,Significant
268,X1891_246.097_0.884_nan,2.133293873165198e-08,8.8248807997894,7.030243735345408,Significant
269,X1903_337.148_0.882_nan,0.5394173947879772,0.8415727975379004,0.850792377060698,Non-significant
270,X1904_237.079_0.895_nan,0.05162847882407166,2.1357797580490967,2.0689450341185958,Non-significant
271,X1906_231.084_0.874_nan,0.9920425323117416,0.13230959540041418,0.13703434347300178,Non-significant
272,X1915_250.128_0.907_nan;Spectral Match to N-Acetyl-D-glucosamine from NIST14,0.19716389365939313,1.4530075509393323,1.439270154646376,Non-significant
273,X1918_254.16_0.908_nan,0.013054552167399038,2.7849724717929587,2.6424304536975827,Significant
274,"X1920_358.171_0.882_nan;NCGC00380275-01_C12H22O6_beta-D-Glucopyranoside, (3Z)-3-hexen-1-yl",0.22447496032120262,1.3816889444809828,1.371856289011081,Non-significant
275,X1927_275.11_0.922_nan,3.082748983503957e-06,6.536763928787136,5.544313786030497,Significant
276,X1928_180.102_0.886_nan,0.011608072078064581,2.839171591274477,2.689245701941871,Significant
277,X1930_258.133_0.928_nan,0.3433158624852243,1.136200017585069,1.1373550641724466,Non-significant
278,X1931_182.081_0.917_Tyrosine - 50.00 eV;LEVODOPA,0.016718138339029194,2.670305026379695,2.5428539356849247,Significant
